Geneid	ENCFF630HEX_Total_RNAseq_K562.bam
RAB3B	542
RNA5SP48	0
AL445685.2	0
RN7SL290P	0
TXNDC12	2563
KTI12	604
AL445685.1	4
TXNDC12-AS1	0
BTF3L4	1699
ZFYVE9	1084
RN7SL788P	5
AL139156.2	2
AL139156.1	0
PDCL3P6	0
AL139156.3	0
DNAJC19P7	0
ANAPC10P1	2
CC2D1B	1965
AL513218.1	1
PLA2G12AP1	8
ORC1	4270
PRPF38A	3228
TUT4	1519
AL591167.1	0
EEF1GP7	0
GPX7	0
SHISAL2A	0
COA7	2459
NDUFS5P3	0
RN7SL62P	0
ZYG11B	2188
RNU2-30P	0
RPS13P2	8
RNU6-969P	0
ZYG11A	1973
AC099677.4	0
ECHDC2	7
AC099677.1	2
AC099677.2	0
SCP2	2508
MIR1273F	0
MIR5095	0
MIR1273G	1
AC099677.3	0
AL445183.3	2
TUBBP10	0
PODN	0
AL445183.1	0
HIGD1AP11	0
SLC1A7	2
AL445183.2	0
AL606760.4	0
CPT2	930
AL606760.2	22
C1orf123	1329
AL606760.3	5
MAGOH	1381
AL606760.1	4
LRP8	1690
AL355483.4	0
AL355483.2	0
AL355483.1	3
AL355483.3	0
LINC01771	1
AC119428.1	0
AC119428.2	3
SLC25A3P1	0
DMRTB1	2
GLIS1	2
RNU7-95P	0
NDC1	5269
RF00418	2
AL049745.1	0
YIPF1	723
DIO1	0
HSPB11	1830
LRRC42	1143
HNRNPA3P12	0
LDLRAD1	0
TMEM59	4049
AL353898.3	12
TCEANC2	721
MIR4781	1
AL353898.1	2
AL353898.2	0
AL357673.1	2
CDCP2	0
AL357673.2	0
CYB5RL	567
MRPL37	3463
SSBP3	816
SSBP3-AS1	3
AL161644.1	0
AL035415.1	1
AC099796.1	0
AC099796.2	0
HNRNPA1P63	1
ACOT11	17
FAM151A	1
AL590093.1	0
MROH7	0
MROH7-TTC4	0
TTC4	262
PARS2	292
TTC22	1
AC096536.2	0
LEXM	0
DHCR24	7572
AC096536.3	10
AC096536.1	5
AL590440.2	0
TMEM61	0
AL590440.1	0
BSND	0
PCSK9	4067
USP24	7819
MIR4422HG	0
GYG1P3	0
MIR4422	0
AL603840.1	2
GOT2P1	0
MTCO2P34	0
RN7SKP291	0
RNU6-830P	0
LINC01753	0
PIGQP1	0
LINC01755	0
AL353681.1	0
AC119674.1	0
AC119674.2	0
RPSAP20	0
LINC01767	0
PLPP3	11
RPL21P23	0
RPL23AP85	0
AC099789.1	1
PRKAA2	0
FYB2	0
AL360295.1	0
C8A	0
C8B	0
AL161740.1	0
DAB1	0
AL390243.1	0
RPS20P5	0
DAB1-AS1	0
HNRNPA1P6	1
RPS26P15	3
AL445193.2	0
AL445193.1	0
AL357373.1	0
OMA1	916
AL035411.2	0
RN7SL713P	0
TACSTD2	0
AL035411.1	11
MYSM1	1570
AL136985.3	0
JUN	1656
LINC01135	3
AL136985.2	0
AL136985.1	0
AC105277.1	17
LINC01358	0
PHBP3	0
AL592431.2	0
AL592431.1	0
AC093425.1	0
AC093424.1	1
FGGY	558
MIR4711	0
AL035416.1	1
HOOK1	0
CYP2J2	1
RN7SL475P	0
C1orf87	0
PGBD4P8	0
AC097066.1	0
LINC01748	245
AC099792.1	1
NFIA	707
NFIA-AS2	4
AC096947.1	26
NFIA-AS1	6
AC099791.3	0
AC099791.1	0
TM2D1	605
AC099791.2	0
PATJ	1
RNU6-414P	0
RNU6-1177P	0
LAMTOR5P1	0
RN7SL180P	0
MIR3116-1	0
MIR3116-2	0
PIGPP2	0
RPS15AP7	0
L1TD1	0
AL162739.1	0
KANK4	0
RNU6-371P	0
USP1	4809
DOCK7	822
AL451044.1	0
ANGPTL3	0
AL138847.2	0
AL138847.1	4
AC103923.1	6
ATG4C	683
AC099794.1	1
AC099794.2	0
LINC01739	0
AL162400.1	0
AL162400.2	0
AC096543.1	0
LINC00466	0
RNA5SP49	0
AC096543.2	0
RPSAP65	0
FOXD3-AS1	31
FOXD3	4
MIR6068	0
AL049636.1	0
ALG6	501
ITGB3BP	1403
EFCAB7	218
RN7SL488P	0
RNU7-123P	0
DLEU2L	16
RF02110	23
RF02109	0
RF02108	0
RF02107	0
RF02106	0
RF02105	0
PGM1	0
RN7SL130P	0
ROR1	0
AL161742.1	0
CFL1P3	0
RNU6-809P	0
ROR1-AS1	2
AL445205.1	0
UBE2U	0
RNU7-62P	0
CACHD1	0
MIR4794	0
RAVER2	276
JAK1	3365
AL606517.2	0
AL606517.1	0
LINC01359	19
SLC2A3P2	5
AL357078.3	4
RNU6-1176P	1
MIR3671	4
MIR101-1	4
AL357078.1	3
AL357078.2	0
MRPS21P1	0
AK4	475
RPS29P7	4
DNAJC6	2248
AL139294.1	0
COX6CP13	1
RNU2-15P	4
LEPROT	1749
LEPR	2616
AC119800.1	5
AC097063.1	0
AL513493.1	1
RN7SL854P	0
PDE4B	0
AL590783.1	0
RNU4-88P	0
SGIP1	5
MIR3117	0
AL139147.1	0
TCTEX1D1	0
INSL5	0
WDR78	72
AL592161.1	0
MIER1	1585
SLC35D1	1510
C1orf141	1
RF00322	4
AL133320.1	1
IL23R	1026
RNU6-586P	0
RNU4ATAC4P	0
AL389925.1	17
IL12RB2	116
SERBP1	13799
RNU6-387P	0
LINC01702	0
RNU6-1031P	0
AL590559.1	0
RN7SL392P	0
HNRNPCP9	0
GADD45A	2326
GNG12	257
RNU7-80P	1
GNG12-AS1	1
AL157407.1	0
DIRAS3	4073
ARL5AP3	10
WLS	0
CTBP2P8	0
MIR1262	0
RPS7P4	3
COX6B1P7	0
ELOCP18	0
AL139413.1	0
RPE65	0
DEPDC1	1560
AL138789.1	2
DEPDC1-AS1	7
TXNP2	0
AL035412.1	0
AL033530.1	0
AL691520.1	0
LINC01707	0
AL512271.1	0
LINC01758	0
LRRC7	29
SGO1P1	0
RN7SL538P	0
PIN1P1	1
AL158840.1	2
LRRC40	1236
RN7SL242P	4
SRSF11	4336
AL353771.1	0
ANKRD13C	998
HHLA3	19
AL158839.1	8
CTH	931
AL354872.2	7
AL354872.1	0
CASP3P1	0
LINC01788	2
AL513285.1	0
PTGER3	1150
AL031429.1	0
AL031429.2	16
ZRANB2-AS1	1
ZRANB2	3844
MIR186	2
ZRANB2-AS2	29
AL358453.1	0
NEGR1	0
AL354949.1	0
AL359821.1	0
NEGR1-IT1	0
GDI2P2	5
RPL31P12	0
RNU6-1246P	0
AL583808.1	1
AL583808.2	0
AL732618.1	0
KRT8P21	0
RN7SKP19	0
LINC01360	0
LINC02238	0
RNA5SP50	0
RNU4ATAC8P	0
LRRIQ3	42
FPGT	653
FPGT-TNNI3K	3
TNNI3K	0
AC093158.1	0
AC105271.1	0
LRRC53	0
ERICH3	0
ERICH3-AS1	0
AC135803.1	1
CRYZ	1435
TYW3	1858
AC133865.1	0
AC099786.3	0
AC099786.1	0
LHX8	0
AC099786.2	0
RNU6-622P	0
SLC44A5	520
AC093156.1	0
RNU6-503P	0
AL096829.1	0
AL096829.2	41
AL357314.1	5
ACADM	3224
DLSTP1	1
RABGGTB	8097
SNORD45C	0
SNORD45A	0
SNORD45B	0
MSH4	15
ASB17	0
AC092813.1	0
AC092813.2	0
ST6GALNAC3	6
AC103592.1	0
AC104458.1	0
TPI1P1	33
RNU6-161P	0
LINC02567	0
ST6GALNAC5	2
MIR7156	0
AL035409.1	0
PIGK	1374
AC113935.1	301
AC093433.1	0
AK5	2
AC095030.1	4
RNU7-8P	0
AC118549.1	3198
RNA5SP20	0
RN7SL370P	0
USP33	4487
ACTG1P21	0
MIGA1	315
RNA5SP21	0
AC138392.1	0
NSRP1P1	11
HSPE1P25	2
NEXN-AS1	1
NEXN	33
FUBP1	6960
DNAJB4	787
GIPC2	1
AC103591.3	22
AC103591.2	0
RNU6-1102P	0
AC103591.1	1
RNA5SP22	0
RNFT1P2	0
AC096531.2	0
PTGFR	0
AC096531.1	0
RNA5SP23	0
IFI44L	0
IFI44	1
AC104837.2	0
AC104837.1	0
ADGRL4	0
PSAT1P3	0
AL353651.2	0
AL353651.1	0
AL353651.3	0
ADH5P2	0
AC099671.1	0
AC098657.1	0
AC098657.2	0
AC098657.3	0
HMGB1P18	0
AL606519.1	0
HNRNPA1P64	0
AL596276.1	0
AL596276.2	0
AL136234.1	0
LINC01781	0
MTND2P30	0
RPL7P10	0
AL357632.1	0
AC093154.1	0
RN7SKP247	0
ADGRL2	0
HNRNPA3P14	0
AL138799.1	2
AL138799.2	0
AL138799.4	0
MED28P8	0
AC117944.1	0
AL138799.3	0
ST13P20	0
AC093580.1	0
LINC01362	0
LINC01361	0
LINC01712	0
LINC01725	0
AL035706.1	0
TTLL7	227
TTLL7-IT1	9
AC104454.1	0
AC104454.2	4
AL359504.2	122
PRKACB	319
AL359504.1	8
AL450063.1	0
RF00410	2
SAMD13	38
AL359273.1	3
UOX	1
DNASE2B	0
AL844170.1	0
RPF1	1662
GNG5	828
SPATA1	37
CTBS	376
AL359762.1	10
AL359762.2	0
LINC01555	2
AC114482.1	0
SSX2IP	3631
AC104169.1	0
LPAR3	0
MCOLN2	0
WDR63	1
MCOLN3	0
MIR4423	0
AL603750.1	27
SYDE2	478
C1orf52	671
BCL10	620
AL078459.1	2
DDAH1	2
AL360219.1	0
AC092807.3	6
AC092807.2	0
CYR61	87
RF00136	0
AC092807.1	0
ZNHIT6	1024
COL24A1	8
RNA5SP51	0
AC104455.1	0
AL136382.1	0
ODF2L	159
MIR7856	0
AC119749.1	0
CLCA2	2
CLCA1	4
CLCA4	0
CDCA4P2	0
AL356270.1	0
CLCA3P	1
AL049597.2	14
SH3GLB1	1493
AL049597.1	0
AL355981.1	0
SELENOF	4205
HS2ST1	2223
AL121989.1	0
AC093155.3	6
AC093155.2	0
AC093155.1	19
LINC01140	6
AC099062.1	0
LMO4	904
LINC01364	0
RNA5SP52	0
PKN2-AS1	18
AL445437.1	43
AL049861.1	0
RN7SL583P	0
AC093578.1	0
RPL36AP10	0
PKN2	1237
RNU6-125P	3
ELOCP19	34
GTF2B	1446
AL445991.1	0
KYAT3	1183
RBMXL1	1131
GBP3	10
GBP1	1
PTGES3P1	40
GBP2	383
GBP7	1
GBP4	48
AC099063.4	4
AC099063.3	0
GBP5	113
AC099063.1	0
AC099063.2	0
BX119321.1	0
GBP6	1
CAPNS1P1	0
GBP1P1	2
LRRC8B	1424
LRRC8C-DT	17
AC093423.2	2
LRRC8C	401
AC093423.3	0
AC093423.1	0
AC099568.1	0
AC099568.2	153
LRRC8D	1532
AL391497.1	4
RN7SKP272	0
GEMIN8P4	147
ZNF326	745
RNU6-695P	0
AC092783.1	1
SNORD3G	0
BARHL2	1
AL590094.1	343
LINC01763	3
AC091614.1	22
PHKA1P1	9
ZNF644	3187
RPL5P6	0
HFM1	188
FEN1P1	0
CDC7	2343
WDR82P2	0
AL714022.1	0
HSP90B3P	0
TGFBR3	1187
RN7SL653P	2
BRDT	0
EPHX4	0
LPCAT2BP	0
SETSIP	2
BTBD8	243
GAPDHP46	0
PRKAR1AP1	2
AC104836.1	0
AL663109.1	0
C1orf146	2
ACTBP12	0
GLMN	573
RPAP2	994
RN7SL824P	0
GFI1	91
EVI5	982
AL354890.1	3
HMGB3P9	8
RNU4-59P	0
AC104332.1	0
AC104332.2	0
CCNJP2	0
RPL5	36495
FAM69A	88
SNORD21	0
SNORA66	28
RF00432	4
AL449283.1	0
RNU6-970P	0
RN7SL692P	0
RNU6-210P	0
RN7SKP123	0
MTF2	3371
TMED5	2899
CCDC18	1564
AC126124.2	0
AC126124.1	0
CCDC18-AS1	905
AL139421.1	3
DR1	2929
AL137159.1	0
FNBP1L	546
RNA5SP53	0
BCAR3	69
AL109613.1	5
AL512488.1	1
MIR760	0
AL049796.1	4
DNTTIP2	3644
GCLM	1376
CHCHD2P5	0
MTND4P11	0
MTND3P21	0
MTCO3P21	0
MTATP6P13	0
AL117351.2	0
MTCO2P21	0
MTCO1P21	0
AL117351.1	0
ABCA4	3
AC093579.1	0
ARHGAP29	1
RN7SL440P	0
AC097059.1	0
GAPDHP29	0
AC097059.2	0
AC118469.1	0
ABCD3	1722
F3	0
AC093117.1	0
SLC44A3-AS1	0
KATNBL1P2	0
MIR378G	0
SLC44A3	0
CNN3	4
AC105942.1	0
ALG14	228
AC095033.1	0
TMEM56	943
TMEM56-RWDD3	19
AC092802.3	10
AC092802.1	3
RWDD3	283
AC092802.2	0
LINC01760	0
LINC01650	0
AL445218.1	0
LINC01761	0
AL356479.1	0
AL683887.1	0
AC099566.1	0
RNU1-130P	0
LINC01787	0
AC092393.1	0
UBE2WP1	0
EEF1A1P11	52
RN7SL831P	0
NDUFS5P2	0
RPL7P9	47
RN7SKP270	0
PTBP2	913
DPYD	21
DPYD-AS1	0
DPYD-IT1	0
SEC63P1	3
RPL26P9	0
AC114878.1	0
DPYD-AS2	0
AC114878.2	0
MIR137HG	0
BX005019.1	0
MIR2682	0
MIR137	0
NFU1P2	0
LINC01776	0
AC095031.1	0
SNX7	0
PLPPR5	0
AL445433.2	0
AL445433.1	0
PLPPR4	0
AL365220.1	0
LINC01708	0
PALMD	144
HMGB3P10	0
FRRS1	2122
RNU4-75P	0
AC096949.1	0
AGL	2014
AC118553.1	29
SLC35A3	658
AC118553.2	55
RNU6-750P	3
RNU6-1318P	0
MFSD14A	197
AC093019.2	0
SASS6	1164
AC093019.1	0
TRMT13	807
LRRC39	46
DBT	795
RPL23AP90	0
BRI3P1	0
AL445928.1	0
RTCA-AS1	45
RTCA	1477
MIR553	6
AC104457.1	5
AC104457.2	0
CDC14A	1742
BCAS2P2	1
AL589990.1	0
GPR88	0
AC099670.1	0
LINC01349	0
AC099670.2	0
VCAM1	0
EXTL2	1189
AC104506.1	22
SLC30A7	988
HNRNPA1P68	0
DPH5	1006
AC093157.2	7
AC093157.1	207
AC119501.1	0
AL109741.1	2
S1PR1	159
AL109741.3	0
AL109741.2	1
PPIAP7	0
LINC01307	0
LINC01709	1
RNU6-965P	0
RPSAP19	219
OLFM3	0
RNU6-352P	0
AL356280.1	0
DNAJA1P5	0
AC114485.1	0
AC099567.1	0
COL11A1	1
SOD2P1	0
AC095032.2	0
AC095032.1	0
RN7SKP285	0
RNPC3	330
AMY2B	8
ACTG1P4	0
AMY2A	0
AMY1A	0
AC105272.1	0
AMY1B	0
AMYP1	0
AMY1C	0
AL136455.1	0
AC092506.1	7
FTLP17	0
CDK4P1	0
LINC01676	0
SEPT2P1	0
AL512844.2	0
AL512844.1	3
LINC01677	0
AL355306.2	0
AL355306.1	0
AL499605.1	0
AL596327.1	0
MTATP6P14	0
MTCO1P14	0
LINC01661	0
PRMT6	1188
NTNG1	0
AC114491.1	3
VAV3	2
MIR7852	0
VAV3-AS1	0
AL390036.1	0
SLC25A24	1586
AL359258.2	1
AL359258.3	3
NBPF4	101
AL359258.1	4
SLC25A24P1	114
NBPF5P	10
SLC25A24P2	26
AL390038.1	0
NBPF6	88
AL392088.2	1
ST13P21	0
AL392088.1	0
FAM102B	2428
HENMT1	0
PRPF38B	1647
FNDC7	2
AL591719.2	0
STXBP3	1805
AL591719.1	0
AKNAD1	4
AL449266.1	0
SPATA42	0
GPSM2	1841
CLCC1	2889
WDR47	542
BX679664.2	1
BX679664.3	42
BX679664.1	0
RANP5	0
TAF13	630
AL356488.3	37
TMEM167B	1797
AL356488.2	1
SCARNA2	0
AL356488.1	0
C1orf194	0
KIAA1324	3
SARS	11471
CELSR2	959
PSRC1	808
MYBPHL	22
SORT1	6418
PSMA5	9444
SYPL2	1
ATXN7L2	269
CYB561D1	357
AMIGO1	81
GPR61	4
AL355310.3	2
GNAI3	6260
RNU6V	0
AL355310.1	0
MIR197	0
GNAT2	7
AMPD2	1511
AL355310.2	0
RPL7P8	0
GSTM4	400
GSTM2	49
GSTM1	0
AC000032.1	0
GSTM5	0
AL158847.1	0
GSTM3	162
EPS8L3	1
NDUFA5P10	0
LINC01768	1
AL450468.1	0
AL450468.2	17
CSF1	148
AHCYL1	3350
STRIP1	2019
AL160006.1	308
ALX3	0
LINC01397	0
UBL4B	2
SLC6A17	0
AL355990.1	0
AL355990.2	0
LINC02586	0
KCNC4	36
AL137790.1	0
RF00402	5
RBM15-AS1	86
RBM15	3403
LAMTOR5-AS1	448
SLC16A4	5
AL355488.1	423
LAMTOR5	1494
PROK1	0
AL358215.1	0
AL358215.2	0
AL358215.3	0
CYMP	0
CYMP-AS1	0
KCNA10	1
KCNA2	0
AL365361.1	0
KCNA3	0
NRBF2P3	2
OR11I1P	0
CD53	4985
AL360270.2	30
AL360270.1	19
LRIF1	3304
AL360270.3	25
CCNT2P1	1
RNA5SP54	0
DRAM2	1401
CEPT1	1819
AL355816.1	0
AL355816.2	1
DENND2D	2
CHI3L2	2
CHIAP1	0
CHIAP2	0
CHIA	0
AL356387.1	0
AL356387.2	0
PIFO	1
CHIAP3	0
HIGD1AP12	0
PGCP1	0
OVGP1	23
AL390195.2	18
UBE2FP3	0
AL390195.1	29
WDR77	2762
ATP5PB	15148
C1orf162	31
TMIGD3	1
RNU6-792P	0
ADORA3	4
RAP1A	777
LINC01160	5
KRT18P57	0
RNU6-151P	0
INKA2	3
AL049557.1	0
INKA2-AS1	0
AL049557.2	4
DDX20	1804
KCND3	0
KCND3-IT1	0
KCND3-AS1	0
LINC01750	0
AL445426.1	0
TXNP3	0
CTTNBP2NL	52
MIR4256	0
WNT2B	2
AL354760.1	0
ST7L	634
CAPZA1	14670
MRPL53P1	0
RNU7-70P	0
MOV10	2173
AL603832.1	0
RHOC	3270
AL603832.3	0
PPM1J	57
AL603832.2	0
FAM19A3	0
NUTF2P4	0
LINC01356	0
AL390729.1	0
AL390729.2	0
SLC16A1	7240
AKR7A2P1	0
SLC16A1-AS1	303
AL357055.3	10
LRIG2	1453
RLIMP2	1
AL357055.1	0
AL357055.2	0
MAGI3	538
AL391058.1	3
MTND5P20	0
PHTF1	1856
AL133517.1	30
RSBN1	1072
AL137856.1	2
PTPN22	286
AP4B1-AS1	0
BCL2L15	15
AP4B1	1110
DCLRE1B	690
HIPK1-AS1	58
HIPK1	4066
OLFML3	4
AL591742.1	0
AL591742.2	1
SYT6	0
AL121999.1	0
MRPL57P1	0
AL035410.2	0
TRIM33	3017
AL035410.1	0
EIF2S2P5	0
PKMP1	0
BCAS2	1967
DENND2C	10
AMPD1	3
RN7SL432P	0
NRAS	4872
CSDE1	26391
RNY1P13	0
SIKE1	2402
NR1H5P	0
SYCP1	0
TSHB	0
TSPAN2	0
LINC01765	0
AL512638.2	0
NGF	0
AL512638.1	0
AL512638.3	0
ELOCP20	0
CNOT7P2	0
AL592436.1	1
RN7SL420P	0
RF00406	0
VANGL1	819
CASQ2	0
NHLH2	0
HNRNPA1P43	1
AL357137.1	0
LINC01649	0
SLC22A15	243
AL365318.1	0
MAB21L3	1
LINC01779	0
RF00012	526
ATP1A1	11024
ATP1A1-AS1	54
RNU6-817P	4
LINC01762	1
AL136376.1	0
AL390066.1	54
CD58	710
NAP1L4P1	75
MIR548AC	0
IGSF3	1530
MIR320B1	0
C1orf137	0
GAPDHP64	0
NEFHP1	0
CD2	1
FTH1P22	1
AL157904.1	1
PTGFRN	2516
RNA5SP55	0
CD101	22
AL445231.1	17
TTF2	3733
MIR942	3
TRIM45	199
RPS15AP9	0
VTCN1	0
LINC01525	0
AL358072.1	4
MAN1A2	5121
AL157902.2	18
VPS25P1	0
AL157902.1	0
TENT5C	620
VDAC2P3	0
RF00561	3
AL390877.1	0
PNRC2P1	0
GDAP2	1150
WDR3	6334
SPAG17	95
RNA5SP56	0
PSMC1P12	0
AL139148.1	0
TBX15	606
AL139420.1	1
AL139420.2	0
WARS2	799
WARS2-IT1	0
RBMX2P3	3
RPS3AP12	4
AL359915.2	472
RPL6P2	0
AL359915.1	0
LINC01780	0
RNU1-75P	0
HAO2	0
HAO2-IT1	0
HSD3B2	0
GAPDHP74	0
HSD3BP2	0
GAPDHP23	0
HSD3BP1	0
GAPDHP58	0
HSD3B1	0
GAPDHP32	0
HSD3BP3	0
GAPDHP27	0
HSD3BP4	0
GAPDHP33	0
LINC00622	0
HSD3BP5	0
ZNF697	962
PHGDH	2335
HMGCS2	0
REG4	0
NBPF7	0
PFN1P9	0
NOTCH2P1	0
ADAM30	0
AL359752.1	0
NOTCH2	43
AC245008.1	0
RNU6-465P	0
SEC22B	1691
AC244669.2	252
RF00100	15
AC244669.1	27
RF00003	2250
PFN1P2	2
NBPF8	237
AC241952.1	1165
RF00004	1
NBPF26	110
RNVU1-19	189
PPIAL4A	0
AC241377.3	7
LINC00623	47
RNVU1-4	178
AC241377.4	1
AC241377.2	0
AC241377.1	0
FCGR1B	9
AC244453.3	0
AC244453.2	5
HIST2H2BA	3
AC244453.1	2
HIST2H3DP1	3
RPL22P6	0
FAM72B	317
SRGAP2C	184
AC243994.1	0
SRGAP2-AS1	4
AC244021.1	1
AC244021.2	0
AL592494.1	0
AL592494.2	2
AL592494.3	0
EMBP1	27
LINC01691	0
AC242852.1	0
AC242852.2	0
AC239859.6	1
RNA5SP533	0
AC239859.4	0
AC239859.5	0
NKAIN1P1	0
AC239859.2	0
AC239859.3	0
AC239859.1	0
NBPF17P	0
PFN1P12	0
RNU1-114P	0
RNVU1-17	0
RNU1-92P	34
RNVU1-18	36
AC239800.2	0
AC239800.1	0
FAM91A3P	1
AC239800.4	0
AC239800.3	0
RNU1-143P	0
AC239798.1	0
AC239798.3	0
FCGR1CP	0
HIST2H2BB	3
AC239798.2	0
AC239798.4	0
AC246680.1	2
HIST2H3PS2	0
RPL22P5	0
FAM72C	50
SRGAP2D	15
IGKV1OR1-1	0
AC244015.1	0
AC244015.2	0
AC245595.1	2
RNA5SP529	0
DRD5P2	0
AC245595.2	0
PPIAL4E	0
AC246785.4	0
RNVU1-15	165
AC246785.3	0
AC246785.2	0
NBPF15	149
PFN1P6	0
AC246785.1	0
PPIAL4F	0
LINC01632	0
FP700111.1	2
FP700107.1	0
RNA5SP59	0
FP700111.2	0
SRGAP2B	32
AC242498.1	0
FAM72D	79
AC241585.4	0
AC241585.2	9
AC241585.3	1
AC241585.1	45
PPIAL4D	0
AC245014.2	0
RNVU1-14	0
AC245014.3	247
AC245014.1	0
NBPF20	95
PFN1P3	0
AC239860.2	0
AC239860.1	1
NBPF25P	39
GPR89A	317
PDZK1	2
CD160	0
RNF115	1666
POLR3C	1283
NUDT17	126
PIAS3	162
MIR6736	0
ANKRD35	2
ITGA10	12
AC243547.1	0
PEX11B	608
RBM8A	4012
GNRHR2	36
LIX1L-AS1	1
AC243547.3	0
LIX1L	510
ANKRD34A	25
AC243547.2	0
POLR3GL	538
TXNIP	13645
HJV	318
RNVU1-6	210
LINC01719	17
NBPF10	64
AC239799.1	0
NOTCH2NL	10
AC239799.2	0
RNU6-1071P	0
NUDT4P2	0
AC245407.1	3
AC243756.1	0
AC245407.3	0
AC245407.2	0
RNA5SP536	0
HYDIN2	2
RF00619	0
NBPF12	539
PFN1P8	0
AC244394.2	0
NBPF13P	1
AC244394.1	0
RNU1-151P	0
AC241584.1	7
AC241584.2	0
PRKAB2	628
AC242426.2	15
AC242426.3	0
FMO5	45
PDIA3P1	31
CCT8P1	16
RPL7AP15	0
CHD1L	3316
LINC00624	112
AC242426.1	0
OR13Z1P	0
OR13Z2P	1
OR13Z3P	0
BCL9	63
ACP6	24
RN7SL261P	0
AC241644.1	0
GJA5	1
AC241644.3	0
AC241644.2	0
AC239801.1	0
GJA8	0
GPR89B	218
PDZK1P1	1
AC239803.2	4
RNU1-129P	0
AC239803.3	15
RNVU1-7	205
PDE4DIPP1	2
NBPF11	276
PFN1P4	0
ABHD17AP1	2
AC239809.3	0
AC239803.1	33
RNA5SP57	0
AC239809.1	0
AC239809.2	0
RNU1-120P	61
LINC01731	0
AC245100.3	0
LINC01138	48
AC245100.6	20
AC245100.5	0
AC245100.1	1
MIR5087	43
RNU1-122P	42
AC245100.7	0
RNVU1-1	2
RNVU1-2	5
MIR6077	0
RNU1-13P	104
AC245100.4	12
RNVU1-3	105
AC245100.2	0
AC245100.9	0
AC245100.8	0
PPIAL4G	0
NBPF14	74
RNU6-1171P	0
NUDT4B	0
AC245389.2	0
AC245389.1	0
PDE4DIP	4762
RN7SKP88	0
RNU2-38P	0
AC239802.1	0
AC239802.2	0
AC239804.1	1
NBPF9	169
AC239804.2	0
RNU1-59P	0
AC245297.3	21
AC245297.1	1678
AC245297.2	0
AC242843.1	0
NBPF19	13
PPIAL4C	0
LINC00869	4
AC242842.2	0
AC242842.1	0
AC243772.4	0
AC243772.3	0
RNU1-68P	0
AC243772.1	0
FCGR1A	0
HIST2H2BF	3091
AC243772.2	1
HIST2H3D	4990
HIST2H4A	26
HIST2H3C	8
HIST2H2AA3	7
HIST2H2BD	6
AC239868.1	271
AC239868.3	48
HIST2H2BC	22
HIST2H2AA4	6
HIST2H3A	10
HIST2H4B	3
AC239868.2	0
HIST2H2BE	8464
HIST2H2AC	14096
HIST2H2AB	2552
BOLA1	44
SV2A	9
SF3B4	306
MTMR11	37
OTUD7B	1286
AC244033.2	27
AC244033.1	0
VPS45	1389
PLEKHO1	292
RN7SL480P	0
ANP32E	3660
RNU2-17P	4
AC242988.1	0
CA14	1
APH1A	3889
C1orf54	30
CIART	3
MRPS21	3231
PRPF3	2610
RPRD2	457
TARS2	1489
MIR6878	0
ECM1	308
FALEC	6
AL356356.1	12
ADAMTSL4	1600
MIR4257	11
ADAMTSL4-AS1	44
RN7SL473P	3
RN7SL600P	5
MCL1	13895
ENSA	5421
RF00015	4
GOLPH3L	576
HORMAD1	1
RNU6-1042P	0
CTSS	805
AL356292.1	0
CTSK	55
UBE2D3P3	0
ARNT	1555
RNU6-1309P	0
RPS27AP6	0
CTXND2	0
CYCSP51	0
SETDB1	2258
CERS2	5649
AL590133.2	4
AL590133.1	1
ANXA9	16
MINDY1	367
PRUNE1	882
RNU6-884P	0
BNIPL	37
C1orf56	10
CDC42SE1	6947
MLLT11	663
GABPB2	681
RPS29P29	0
AL592424.1	1
SEMA6C	67
TNFAIP8L2	56
SCNM1	920
LYSMD1	224
TMOD4	0
VPS72	1988
PIP5K1A	1229
PSMD4	7286
AL391069.2	57
ZNF687	834
PI4KB	2247
RN7SL444P	9
AL391069.4	3
RFX5	2051
AL391069.1	0
AL391069.3	19
SELENBP1	1490
PSMB4	8831
POGZ	619
RNY4P25	0
CGN	2
RF00405	0
TUFT1	120
AL365436.2	6
MIR554	3
AL365436.1	5
SNX27	975
AL391335.1	1
RNU6-1062P	0
AL589765.1	1
CELF3	0
RIIAD1	0
RNU6-662P	0
AL589765.7	0
AL589765.3	0
MRPL9	1842
OAZ3	14
AL589765.4	5
AL589765.2	0
AL589765.5	2
TDRKH	416
TDRKH-AS1	32
AL589765.6	0
LINGO4	0
RORC	0
C2CD4D	0
AL450992.2	0
THEM5	0
THEM4	1182
KRT8P28	0
S100A10	3
AL450992.1	0
NBPF18P	0
S100A11	386
SPTLC1P4	1
TCHHL1	0
TCHH	0
AL589986.1	0
PUDPP2	0
RPTN	0
FLG-AS1	0
AL589986.2	0
HRNR	0
FLG	0
FLG2	0
HMGN3P1	0
CRNN	0
LCE5A	0
CRCT1	0
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
AL139247.1	0
LINC00302	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
AL353779.1	0
AL353779.2	0
KPRP	1
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0
LINC01527	0
SPRR5	0
SPRR4	0
SPRR1A	0
SPRR3	0
AL356867.1	1
SPRR1B	0
SPRR2D	13
SPRR2A	0
SPRR2B	0
